username,ip,device_type,prediction
pcook,153.239.71.38,Mac,suspicious
tateann,205.248.101.3,Mac,normal
unichols,149.165.1.50,Desktop,normal
gwilliams,187.9.47.183,Windows,suspicious
bestjason,138.141.216.56,Linux,suspicious
garciashannon,53.69.74.221,Android,suspicious
mackashlee,144.147.178.57,Mobile,suspicious
qgardner,222.59.138.2,Mac,normal
jonestracey,192.60.155.229,Desktop,suspicious
bobbywilson,220.5.170.52,Linux,normal
scottbrown,89.165.11.84,Mac,normal
david23,183.0.194.14,Desktop,suspicious
hcastro,143.55.211.164,Mac,suspicious
monicamartinez,52.208.60.123,Mac,suspicious
taylor06,213.163.194.39,Desktop,suspicious
martinjonathan,204.107.198.166,Windows,normal
stevenhayden,169.107.122.122,Mobile,suspicious
veronica10,1.251.11.202,Mobile,normal
michael07,24.158.21.197,Mobile,normal
adammyers,211.167.212.120,Windows,suspicious
christophercase,70.119.70.49,Mac,suspicious
leenicholas,42.229.233.142,Android,suspicious
lcantu,218.158.213.85,Desktop,suspicious
teresanielsen,179.222.170.135,Mobile,normal
walkerthomas,220.116.51.25,Mac,suspicious
ianandrade,46.39.249.244,Mac,suspicious
cynthialogan,8.223.0.147,Desktop,normal
mckeecarol,206.129.39.116,Mac,normal
gutierrezmichelle,214.68.174.10,Mac,normal
qwong,33.190.191.99,Desktop,normal
ruizjessica,177.186.215.217,Linux,suspicious
stephanie15,101.104.1.205,Mac,suspicious
aparker,41.184.243.246,Tablet,normal
qferguson,122.24.110.28,Windows,normal
jameswalker,211.112.44.236,Windows,suspicious
owensalyssa,203.249.208.193,Tablet,normal
zgriffin,195.126.33.219,Mobile,normal
meghan02,88.180.110.183,Desktop,suspicious
isabella38,192.136.89.244,Linux,suspicious
areed,223.109.160.7,Mac,suspicious
ldominguez,204.72.174.206,Tablet,normal
boydvalerie,159.79.75.176,Desktop,normal
ashleylopez,37.100.42.20,Tablet,suspicious
christy97,59.84.139.18,Android,suspicious
gstevens,194.11.195.208,Tablet,suspicious
morgan46,194.128.227.139,Mobile,normal
rhaynes,202.230.116.230,Windows,suspicious
davidavila,49.90.132.202,Windows,normal
uhernandez,204.176.244.219,Desktop,normal
biancasanchez,198.210.205.248,Mobile,suspicious
bradley96,207.216.204.95,Mobile,normal
raymondkenneth,117.119.63.97,Windows,normal
sarahreese,93.135.127.73,Linux,normal
leachwanda,202.61.77.216,Desktop,suspicious
yflores,133.91.174.125,Linux,normal
christopher28,217.181.36.94,Desktop,suspicious
howardmiranda,136.47.166.159,Mac,normal
lynchvalerie,57.6.172.177,Android,suspicious
allenemma,81.94.192.87,Mac,normal
matthew17,161.208.50.21,Mobile,normal
jamesfarley,52.57.134.186,Desktop,normal
reneebutler,160.105.115.20,Tablet,suspicious
darinrobinson,95.43.223.236,Mac,normal
cynthia19,34.86.118.116,Windows,normal
nnolan,163.26.161.130,Mac,suspicious
pblair,204.104.47.38,Mac,normal
tinamiller,207.147.118.24,Mobile,normal
nburke,171.133.184.7,Tablet,normal
taylorjack,223.236.161.105,Mobile,normal
charlesfoster,118.98.224.155,Android,normal
jennifer28,88.203.151.198,Linux,normal
amy43,170.81.117.202,Mac,suspicious
rgreen,223.221.25.175,Mobile,suspicious
snelson,140.112.194.134,Windows,suspicious
natalie45,96.70.224.45,Mac,normal
hfernandez,221.249.168.41,Mobile,normal
aguilarjustin,51.41.208.188,Windows,suspicious
gfischer,91.137.93.252,Mac,normal
uperez,166.55.90.119,Linux,suspicious
mvasquez,45.82.23.97,Desktop,normal
zacharyburgess,219.134.11.51,Mac,normal
edwardreyes,162.79.240.88,Mobile,suspicious
kingjason,150.192.76.84,Desktop,suspicious
rodriguezteresa,56.231.20.200,Tablet,suspicious
conleyjason,149.91.81.44,Windows,suspicious
williamlee,60.60.218.219,Desktop,normal
kathleen54,216.191.63.156,Windows,normal
ewingmegan,75.16.199.87,Linux,normal
anthonymartin,95.177.168.135,Desktop,normal
hughesnicole,132.34.201.115,Desktop,suspicious
sgutierrez,213.25.98.0,Desktop,normal
uatkins,179.166.240.3,Windows,normal
smithzachary,145.186.122.250,Linux,normal
glove,207.232.221.209,Tablet,normal
jasminehernandez,45.93.229.140,Mac,normal
darren86,13.40.209.94,Desktop,normal
lfriedman,43.239.2.123,Linux,suspicious
umueller,193.71.57.205,Mobile,normal
april66,144.119.84.113,Mobile,normal
michaelho,208.59.155.64,Windows,suspicious
phyllis43,132.89.185.44,Android,suspicious
sshepard,76.160.202.69,Desktop,normal
obenson,66.66.94.41,Android,normal
keith35,200.112.4.49,Android,normal
erinoconnell,186.204.177.240,Linux,normal
badkins,194.47.134.13,Tablet,suspicious
richardyates,149.37.135.55,Desktop,normal
morrisonkelly,159.57.149.102,Mac,normal
cheyenneroy,154.56.158.152,Windows,suspicious
smithwendy,143.246.228.127,Mac,suspicious
eric38,197.241.135.40,Mobile,suspicious
rsmith,118.154.150.112,Tablet,normal
tpalmer,211.65.150.114,Linux,suspicious
xmcintyre,53.7.254.255,Windows,normal
timothyjones,115.210.242.221,Mobile,normal
william72,59.49.20.131,Mobile,suspicious
brenda60,160.236.75.64,Linux,suspicious
fpatel,181.150.146.208,Mobile,suspicious
smithjessica,222.251.170.212,Android,suspicious
schwartzmelody,147.223.248.27,Linux,suspicious
nhill,180.88.71.253,Mobile,normal
bryan89,46.105.226.235,Tablet,suspicious
smithwyatt,30.125.196.90,Android,normal
vdillon,100.37.102.32,Windows,normal
davidmoran,159.6.13.117,Android,suspicious
charles66,141.127.50.200,Mac,suspicious
daniel63,205.96.99.93,Tablet,normal
vsmith,120.39.180.151,Tablet,suspicious
eric81,107.208.32.126,Tablet,normal
byrdwilliam,40.102.68.49,Tablet,suspicious
lritter,128.87.102.101,Tablet,normal
danajames,174.211.188.231,Android,normal
larry37,52.190.218.120,Mobile,suspicious
bowendavid,142.36.227.219,Desktop,normal
vjohnson,58.84.58.244,Mac,suspicious
gtaylor,132.197.239.96,Windows,suspicious
fjones,212.141.146.25,Mobile,normal
pamela46,203.67.36.23,Desktop,normal
gutierrezjacob,143.85.116.32,Android,normal
eric87,188.246.36.214,Linux,normal
kingjorge,162.40.160.151,Linux,normal
kmartinez,142.39.56.23,Desktop,normal
john44,222.35.113.164,Mobile,suspicious
gail22,170.0.98.73,Linux,normal
tammyrichard,118.132.78.178,Mobile,suspicious
tjones,91.239.48.48,Mobile,suspicious
ljackson,223.245.58.196,Windows,suspicious
zshelton,125.187.160.92,Linux,normal
jameschase,186.47.235.44,Desktop,suspicious
moorecaitlin,151.52.151.24,Mobile,suspicious
brendan98,164.55.63.146,Windows,normal
fmorgan,218.9.130.77,Tablet,normal
katielewis,114.172.119.99,Tablet,normal
michael67,203.76.139.171,Android,suspicious
rodneylogan,125.15.67.155,Tablet,suspicious
gomezmichelle,42.156.243.71,Android,normal
kimberlygutierrez,196.89.107.190,Android,normal
kellywilson,68.25.37.49,Linux,suspicious
paulgonzales,144.216.117.187,Android,normal
perezkenneth,199.81.136.174,Windows,suspicious
ferrellkelly,18.211.190.31,Linux,suspicious
amber26,142.216.18.166,Desktop,suspicious
sharon16,221.158.255.137,Mac,suspicious
thomasjohn,164.57.234.210,Linux,normal
qrodriguez,218.16.161.27,Desktop,suspicious
brooketorres,153.65.162.197,Desktop,suspicious
markward,17.174.237.175,Mobile,normal
ramirezjon,206.131.199.147,Windows,suspicious
falexander,139.27.192.199,Windows,suspicious
whitechristina,31.20.209.133,Android,suspicious
melissapennington,15.114.105.159,Mobile,normal
brianhaynes,154.132.10.225,Tablet,normal
adrian76,223.133.29.151,Android,suspicious
bettythomas,213.130.156.151,Windows,suspicious
smithcody,14.137.244.24,Windows,normal
jjennings,45.139.15.241,Android,normal
jroberson,9.128.192.85,Linux,normal
kelseychavez,73.87.88.17,Mobile,normal
mariabrooks,163.169.165.77,Android,suspicious
tlopez,37.198.115.4,Linux,normal
thompsonmichael,97.4.53.21,Mobile,normal
kramerbarry,118.138.184.189,Android,suspicious
dickersonsusan,207.4.76.142,Windows,normal
donald61,184.165.184.120,Android,suspicious
isaac67,95.18.207.162,Desktop,suspicious
david20,189.135.103.24,Linux,suspicious
glenwagner,210.46.9.150,Desktop,suspicious
harrissarah,6.101.18.160,Mobile,suspicious
barrettthomas,203.67.175.192,Mac,normal
ipratt,143.250.14.65,Tablet,normal
anthony81,139.218.94.255,Tablet,normal
boyeraimee,165.119.28.206,Windows,suspicious
cheryl97,180.84.213.224,Desktop,normal
zwatson,105.219.144.40,Tablet,suspicious
ssmith,156.78.211.226,Mac,normal
kfranklin,20.49.163.240,Windows,suspicious
wdunn,153.122.207.133,Windows,suspicious
shannon40,142.87.206.157,Tablet,suspicious
philliphernandez,184.165.163.112,Windows,normal
cathygreen,180.71.136.105,Windows,normal
meganwheeler,77.150.125.178,Android,normal
fellison,129.116.196.152,Tablet,normal
fflowers,65.247.209.81,Mac,normal
sarah05,157.183.79.46,Windows,normal
reidnathan,221.70.36.113,Tablet,normal
michael98,35.63.191.74,Linux,suspicious
dennisdavis,171.85.199.241,Mac,suspicious
johnsonmichael,150.185.9.189,Linux,suspicious
madisonruiz,210.241.128.163,Desktop,suspicious
brianthompson,145.174.109.226,Android,suspicious
matthewsnancy,147.116.246.242,Windows,normal
john66,147.66.245.83,Mobile,normal
danielcunningham,110.118.168.60,Linux,suspicious
richard95,175.35.189.16,Android,normal
westmichele,161.163.25.70,Desktop,normal
bethany99,158.96.217.53,Desktop,normal
troberson,223.91.44.170,Linux,normal
jacksonsamantha,46.151.20.144,Mac,normal
vmoore,211.153.181.248,Android,suspicious
yangparker,20.143.128.155,Windows,suspicious
juliawelch,176.136.235.244,Windows,suspicious
thomas76,35.132.118.76,Tablet,normal
walkershawn,70.54.232.88,Linux,suspicious
fmarsh,107.157.38.64,Mac,suspicious
smithronnie,218.252.75.225,Tablet,normal
pmiller,223.10.169.201,Desktop,suspicious
rivasdavid,137.138.155.70,Tablet,suspicious
schaeferjoshua,144.50.176.106,Tablet,normal
moorejoanna,79.81.34.157,Android,normal
rossjamie,155.250.134.182,Linux,suspicious
peter60,159.196.63.238,Mac,suspicious
caitlinlee,223.105.102.68,Mac,suspicious
duncanjonathan,216.64.254.229,Desktop,normal
heidi73,223.98.29.206,Linux,normal
jennifer96,61.12.208.221,Desktop,suspicious
saradavis,200.197.20.29,Mobile,normal
steven42,183.132.48.79,Linux,normal
wooddouglas,201.195.88.210,Linux,suspicious
dennis04,217.13.83.130,Mobile,normal
jeffreythornton,101.241.152.63,Tablet,suspicious
courtney23,99.163.206.103,Mobile,normal
russellbeard,200.124.240.65,Android,normal
garzakaren,7.135.81.77,Mobile,suspicious
theresa12,152.137.0.83,Linux,suspicious
ysmith,188.203.27.164,Mac,normal
hallanthony,197.237.16.62,Desktop,suspicious
loridavis,181.197.208.63,Tablet,suspicious
campbelljenny,151.63.231.175,Mac,normal
elizabeth54,167.33.107.53,Windows,suspicious
cindy38,206.79.8.186,Desktop,suspicious
sherijensen,59.247.223.184,Desktop,normal
hallregina,72.62.206.141,Tablet,normal
xbailey,65.31.168.25,Android,suspicious
julie13,173.89.59.85,Mac,normal
hsullivan,90.37.99.206,Mobile,suspicious
jennifer67,32.106.44.5,Android,normal
christina16,95.168.19.141,Android,normal
jacobthompson,160.243.75.206,Desktop,normal
wcampos,145.159.112.7,Android,suspicious
ywells,193.51.221.17,Linux,suspicious
sharrison,177.132.124.161,Android,suspicious
ayerstammy,29.211.51.246,Mac,suspicious
dmurphy,51.113.247.159,Mobile,normal
ryansingleton,223.91.86.52,Tablet,suspicious
amber51,141.180.112.121,Mac,suspicious
mbarry,95.203.253.250,Tablet,normal
ashleyking,201.106.229.203,Desktop,suspicious
howedustin,107.85.213.103,Mac,normal
andersonscott,134.67.79.215,Android,normal
hwillis,160.112.136.131,Tablet,suspicious
kennethmoody,108.30.91.133,Mobile,suspicious
michelleruiz,152.205.10.88,Android,normal
isaac66,99.1.199.76,Linux,normal
robert55,136.20.87.16,Desktop,suspicious
margaretsmith,222.102.247.202,Mac,normal
sherri17,153.137.113.153,Mobile,normal
ajefferson,211.204.125.78,Linux,normal
bmartin,120.43.13.202,Windows,normal
danacarr,166.216.210.113,Desktop,suspicious
rcalhoun,140.47.20.148,Windows,normal
brianahatfield,21.3.54.237,Linux,suspicious
angelastanton,174.241.249.27,Tablet,suspicious
vweeks,53.141.236.229,Android,suspicious
kathrynwalsh,203.124.166.223,Mac,normal
vfox,197.233.241.76,Mobile,suspicious
alex67,109.156.77.131,Windows,normal
david90,214.225.49.218,Desktop,normal
eblake,29.226.17.135,Mobile,suspicious
robinsonbradley,198.60.229.76,Android,suspicious
clarkteresa,22.131.116.70,Mac,suspicious
timothylang,101.229.134.93,Tablet,suspicious
buckmegan,147.224.71.243,Tablet,suspicious
zcamacho,220.6.73.111,Desktop,normal
jennifer40,123.131.85.153,Linux,suspicious
ochoasarah,119.101.188.113,Tablet,normal
dylanwilson,85.19.97.106,Windows,suspicious
chenronald,20.168.112.139,Windows,suspicious
william59,92.132.63.165,Tablet,normal
jacobjimenez,53.194.188.122,Tablet,normal
figueroalouis,193.252.76.97,Linux,suspicious
bryan14,171.130.65.238,Android,normal
sarasmith,118.48.108.226,Windows,suspicious
robertsonlauren,100.181.173.158,Mac,normal
browncharles,199.254.86.84,Windows,normal
lopezkaren,186.153.32.225,Windows,normal
kelly46,154.30.204.225,Mobile,normal
thomaskim,218.173.155.221,Desktop,normal
smithdavid,215.191.51.177,Mobile,normal
hyoung,223.161.2.255,Mac,normal
rstephens,195.33.193.113,Mobile,normal
christine03,149.107.29.18,Desktop,normal
harry50,20.236.192.148,Mac,normal
kiddrobin,192.16.119.132,Linux,normal
mitchellpamela,169.46.176.45,Linux,normal
oharris,152.43.31.188,Windows,normal
isabella27,161.146.125.220,Android,suspicious
carlos73,81.73.150.106,Mac,normal
ronald63,220.219.119.240,Linux,suspicious
ihaas,207.53.25.166,Mobile,normal
larry17,121.79.16.77,Android,suspicious
karirhodes,203.156.75.1,Tablet,normal
victorramsey,195.48.38.217,Mac,suspicious
martin96,124.18.60.83,Desktop,normal
kelly70,220.205.28.49,Mobile,suspicious
lisa96,133.5.26.225,Tablet,normal
kanematthew,93.164.217.58,Mobile,suspicious
michael47,171.96.149.13,Android,normal
padillamelissa,168.104.7.25,Android,normal
hughesrobin,144.207.43.151,Windows,normal
ericahill,50.70.160.237,Android,suspicious
moralesvictor,199.129.95.193,Desktop,normal
rachel36,220.209.196.3,Desktop,suspicious
haynestroy,101.84.139.222,Mac,normal
lawrenceadam,211.97.74.162,Android,normal
andersonangela,222.224.228.236,Mac,suspicious
millsryan,168.27.63.195,Tablet,suspicious
scottdunn,71.135.73.11,Tablet,suspicious
brianna64,185.183.239.68,Desktop,normal
xevans,1.239.205.238,Windows,normal
wjohnson,192.163.113.23,Desktop,normal
michelelopez,143.224.51.94,Android,normal
gmurphy,114.16.94.237,Mac,normal
igardner,155.97.147.117,Linux,normal
zcross,33.187.102.188,Android,normal
dwise,217.96.195.91,Mac,normal
lopezerica,206.201.31.85,Windows,normal
gregorypark,32.0.33.234,Mac,normal
ncampbell,198.67.139.157,Tablet,suspicious
christopher03,219.175.40.154,Tablet,normal
robert59,195.139.106.151,Mac,normal
vandrews,161.129.82.73,Linux,normal
jjohnson,167.218.148.247,Mobile,normal
johnathanhenderson,196.31.11.197,Windows,normal
hopkinsbrian,3.141.39.66,Mobile,suspicious
michelle69,209.77.119.165,Tablet,normal
burnsmichelle,149.121.48.11,Mac,normal
nwilson,73.198.137.24,Linux,normal
perezomar,201.99.204.155,Mobile,normal
williamskaren,74.6.157.7,Android,normal
jthomas,94.138.155.174,Mobile,suspicious
tammy31,65.218.143.146,Mobile,suspicious
iromero,159.94.246.211,Mobile,normal
veronicamack,203.161.213.198,Mobile,suspicious
ejackson,143.204.124.7,Linux,normal
haneynancy,184.162.141.142,Windows,suspicious
clarkgregory,165.176.240.121,Linux,suspicious
munozterry,151.233.82.163,Tablet,suspicious
jessicaburgess,195.68.53.149,Linux,suspicious
carljackson,94.200.116.104,Android,normal
glove,206.103.11.24,Windows,normal
xhowell,217.222.93.55,Windows,suspicious
kristinahouston,26.161.226.170,Android,suspicious
dboyd,133.215.163.26,Tablet,normal
daniellebarrera,220.109.42.81,Mobile,normal
victor07,205.85.39.144,Desktop,normal
mariemurray,195.91.31.148,Tablet,suspicious
pamelahudson,22.168.178.6,Tablet,normal
schroedercarl,214.102.50.116,Windows,normal
gwilliams,29.135.252.208,Windows,suspicious
kaneruth,67.111.122.136,Android,normal
shawnancy,195.2.147.237,Linux,normal
iking,205.87.158.158,Mac,suspicious
danielle65,180.205.128.197,Tablet,suspicious
zbradley,71.57.100.88,Desktop,normal
hernandezsydney,194.166.34.44,Mac,suspicious
savannahcarson,213.85.49.126,Tablet,suspicious
rodriguezbrad,218.201.111.2,Mac,suspicious
nblack,188.32.203.176,Mobile,suspicious
pamela65,164.18.162.118,Mobile,suspicious
sarahdorsey,179.75.163.166,Desktop,suspicious
jason48,163.250.64.6,Tablet,normal
jameswilliamson,212.255.155.128,Desktop,suspicious
blittle,50.28.245.134,Windows,suspicious
debra40,213.77.71.154,Desktop,suspicious
jgrant,181.204.35.119,Android,suspicious
ltorres,199.12.40.109,Mac,suspicious
mkirk,124.243.192.159,Windows,suspicious
wrightamanda,202.104.198.68,Mac,suspicious
tracymoreno,201.72.111.101,Linux,suspicious
toddcurry,214.29.163.97,Mac,suspicious
johnbaker,103.206.20.211,Windows,normal
anthony75,17.45.16.82,Mobile,suspicious
thomas09,184.29.196.65,Windows,suspicious
johnny20,182.84.31.254,Linux,suspicious
danasanders,204.175.176.71,Tablet,suspicious
ucastro,204.239.74.163,Windows,normal
samuelgomez,211.46.83.216,Linux,suspicious
jacksondavid,161.188.26.131,Tablet,suspicious
youngemily,155.173.1.38,Desktop,suspicious
villarrealdonald,174.145.61.7,Desktop,suspicious
jaclynjames,219.195.4.105,Mac,suspicious
robert16,165.0.190.241,Mobile,normal
gonzaleztravis,65.157.142.27,Android,suspicious
lorettarodriguez,110.62.143.49,Linux,suspicious
xwilliams,204.219.163.181,Tablet,suspicious
longpaul,54.203.149.37,Mobile,normal
steven37,146.192.247.151,Linux,normal
rhonda86,32.70.255.137,Desktop,suspicious
maloneedward,134.38.241.101,Android,suspicious
madisonsmith,144.30.216.126,Android,suspicious
stephanie47,90.55.235.145,Mobile,suspicious
morenoangel,130.232.110.94,Tablet,normal
thomas17,196.25.64.51,Windows,normal
amber15,84.29.202.236,Linux,suspicious
spearstravis,168.231.204.95,Mac,suspicious
gaguilar,221.66.101.152,Linux,suspicious
marcusgonzalez,30.5.143.115,Windows,suspicious
margaret71,90.25.63.15,Desktop,normal
richardmorgan,189.121.196.155,Mobile,suspicious
taylorlarsen,57.130.165.85,Tablet,normal
francisco80,212.26.212.129,Windows,normal
karaguzman,192.145.128.142,Linux,normal
robertsonangela,153.98.58.151,Windows,suspicious
fowlerbrian,159.124.95.176,Windows,suspicious
robertschristina,205.31.158.113,Mac,suspicious
tylerhicks,214.79.59.134,Android,normal
umaddox,1.18.194.175,Tablet,suspicious
mmoore,61.134.173.205,Android,suspicious
aedwards,186.234.19.253,Mac,normal
kcook,210.237.251.203,Windows,normal
jamesford,204.145.117.183,Mobile,normal
guerrerobenjamin,163.10.200.165,Tablet,normal
hartjose,150.117.247.39,Windows,normal
garciasierra,176.224.158.6,Windows,suspicious
mariaporter,152.210.66.236,Android,normal
russellthomas,168.90.18.34,Tablet,suspicious
cenglish,141.6.129.128,Linux,normal
mariasmith,136.55.29.220,Android,suspicious
brianjohnson,169.19.106.20,Android,suspicious
maxwelljames,64.27.241.143,Windows,suspicious
kayla49,193.170.135.204,Android,normal
meganstein,105.211.153.57,Mac,suspicious
paulfriedman,205.175.126.117,Mac,normal
kdiaz,215.70.152.159,Tablet,suspicious
jillian23,93.243.145.22,Android,normal
andrewjenkins,212.167.196.46,Windows,normal
mle,177.243.172.55,Windows,normal
jdodson,130.242.149.70,Desktop,suspicious
joshua47,217.14.50.82,Tablet,normal
jamesnoble,34.2.82.231,Linux,suspicious
browndavid,91.172.233.110,Android,suspicious
nvazquez,212.253.46.160,Tablet,suspicious
cherylpatterson,21.208.9.233,Mac,suspicious
jaredsanders,136.245.116.183,Linux,suspicious
wisemichelle,215.138.59.136,Mobile,normal
leslie23,213.140.157.111,Windows,normal
hamptondavid,166.249.35.23,Mobile,suspicious
robertsonmarie,159.26.95.227,Mac,suspicious
kingbarry,38.219.186.119,Mobile,suspicious
pfisher,206.239.138.68,Mobile,suspicious
danielhogan,209.82.30.96,Windows,normal
paul81,66.111.170.218,Android,normal
kimberly17,178.222.45.229,Mobile,suspicious
cmora,211.81.77.219,Android,normal
roger25,194.48.149.191,Windows,normal
dwilliams,156.92.45.85,Android,suspicious
msimmons,128.89.38.149,Desktop,suspicious
mitchelldouglas,133.8.12.215,Mobile,suspicious
joyhaynes,41.190.170.252,Linux,suspicious
henrychristina,202.123.48.175,Mobile,normal
brittanyjones,106.179.226.57,Mac,normal
jenningsthomas,219.62.205.12,Mobile,suspicious
janice82,131.70.81.97,Desktop,normal
mary30,198.218.251.98,Windows,normal
laura28,49.123.7.237,Mac,suspicious
mmelton,177.157.184.87,Desktop,suspicious
willisdaniel,221.35.19.27,Mac,suspicious
eric16,9.98.172.119,Desktop,normal
lindaherrera,207.206.164.245,Mac,suspicious
laurarobinson,197.74.13.40,Mac,normal
jeffrey45,114.217.59.0,Windows,suspicious
emmawilcox,157.165.172.134,Mobile,normal
freemancatherine,223.60.208.253,Tablet,normal
gregory57,154.134.37.248,Mac,normal
calvin31,197.212.155.154,Desktop,suspicious
qwallace,109.8.181.138,Desktop,suspicious
barbara58,4.206.175.239,Linux,suspicious
jessicathomas,218.239.188.68,Mobile,suspicious
lewisbethany,87.119.53.170,Windows,normal
bgriffith,139.147.96.212,Windows,normal
juliasmith,137.202.7.63,Mac,normal
deanangela,53.114.172.128,Android,normal
lawrencehill,45.200.165.80,Linux,suspicious
nholland,54.58.243.114,Linux,normal
owensrobert,5.100.165.186,Android,suspicious
theresaanderson,46.108.15.222,Linux,normal
michael02,198.204.61.125,Linux,normal
anna91,65.225.144.250,Mac,suspicious
ijohnson,52.63.80.159,Mobile,suspicious
keithsmith,11.45.91.11,Tablet,normal
roger69,141.128.249.64,Tablet,suspicious
grahammichelle,26.185.121.204,Mac,suspicious
jorgemiranda,25.120.217.226,Mobile,suspicious
shawnsanders,194.247.83.96,Linux,suspicious
jacobwaters,1.176.135.196,Android,suspicious
jamiemiller,34.44.79.254,Mobile,normal
janet52,176.142.212.123,Android,normal
andreamoore,68.27.88.163,Mobile,normal
brownsteven,132.91.10.254,Android,normal
ewoodard,214.156.82.254,Mobile,suspicious
ogarrison,97.182.194.223,Linux,normal
cindy44,176.34.249.1,Android,suspicious
qmatthews,198.181.171.125,Tablet,normal
lhenderson,165.124.138.89,Windows,normal
john80,11.24.23.193,Tablet,normal
daniel13,213.200.179.130,Windows,suspicious
stevenjohnson,129.221.233.220,Linux,normal
roger30,11.216.193.226,Mac,normal
amanda38,181.67.189.89,Android,normal
sydneyreynolds,28.83.37.197,Android,normal
ariaschristina,190.5.60.126,Tablet,normal
rashley,103.234.104.190,Windows,suspicious
kathrynrichard,190.169.184.228,Desktop,normal
scottcameron,200.160.142.7,Mobile,suspicious
yreilly,75.220.36.180,Desktop,normal
aherring,135.215.4.180,Tablet,suspicious
ethan49,78.201.112.168,Mobile,suspicious
hpoole,178.231.239.189,Android,normal
burtontyler,162.37.209.75,Mobile,suspicious
jaredharper,122.182.11.3,Windows,suspicious
brookeflynn,57.131.153.167,Desktop,suspicious
kennethmoore,130.79.176.134,Mac,suspicious
nicholasdowns,4.79.237.18,Windows,suspicious
richard86,201.11.145.156,Mac,normal
eric84,174.208.239.95,Linux,suspicious
mark97,205.66.19.141,Desktop,normal
riddlemichael,215.233.115.54,Mac,suspicious
popemichael,4.108.177.247,Mobile,normal
lunadestiny,210.123.3.7,Linux,suspicious
moneill,213.21.191.197,Tablet,normal
garnervalerie,201.156.165.58,Mac,suspicious
armstrongjohn,210.159.72.2,Tablet,suspicious
kerrhannah,139.118.128.134,Desktop,suspicious
nicole73,165.110.7.88,Mobile,normal
jefferydavis,166.116.126.107,Desktop,normal
rogerskathleen,4.39.186.41,Android,normal
wendy42,180.156.164.248,Mobile,normal
charlesromero,154.107.14.82,Tablet,normal
khill,204.99.113.155,Mac,suspicious
eedwards,147.215.240.147,Android,suspicious
pwilliams,166.137.157.255,Tablet,normal
aguilarmichael,176.27.225.61,Windows,suspicious
hharris,147.232.93.248,Desktop,normal
rmorris,42.168.206.127,Android,suspicious
westkayla,219.242.158.248,Mac,normal
ethan95,70.61.17.117,Tablet,suspicious
parker06,223.181.153.120,Desktop,suspicious
dfranklin,159.184.150.88,Mac,normal
johnstonjacqueline,115.56.134.233,Desktop,suspicious
pughjames,7.99.31.251,Windows,normal
steven39,4.219.232.192,Android,normal
ushepard,129.130.47.54,Linux,suspicious
wjordan,146.11.121.191,Mac,normal
lozanoandrea,114.106.33.171,Mac,suspicious
millschristy,216.13.123.144,Android,normal
erica85,191.13.28.176,Tablet,suspicious
rileylindsey,203.109.84.238,Linux,suspicious
heather45,205.163.237.197,Windows,suspicious
spencermelissa,118.18.160.160,Linux,normal
murrayjared,119.197.30.216,Mac,normal
amarquez,189.183.14.150,Tablet,normal
kentamanda,215.95.37.8,Windows,suspicious
jeremiah46,188.171.107.127,Linux,normal
nathanburnett,193.42.11.229,Tablet,normal
kerrkelly,137.226.144.160,Tablet,suspicious
swalker,57.12.177.37,Desktop,suspicious
sharonbrewer,139.64.218.0,Android,normal
ashleyphelps,65.160.246.78,Android,normal
alicia98,124.46.133.103,Mobile,normal
larahannah,197.223.249.122,Windows,suspicious
frazierjohn,164.132.182.255,Desktop,normal
nicholsnicholas,121.215.243.41,Mobile,suspicious
daviddaniel,109.34.157.143,Tablet,suspicious
barbarajones,26.130.243.55,Mac,normal
tblanchard,198.78.197.10,Desktop,suspicious
kevin34,193.224.15.140,Linux,normal
amy69,134.23.16.31,Mobile,normal
matamiguel,212.214.75.50,Linux,suspicious
drew79,201.72.33.141,Desktop,normal
april41,126.104.70.56,Windows,normal
craneandres,198.167.12.238,Desktop,normal
baileyphyllis,216.93.15.245,Linux,normal
bwoods,144.183.212.242,Desktop,suspicious
maxwelloconnor,217.98.248.158,Android,normal
pittsrose,150.206.184.45,Windows,normal
foxmason,215.191.254.99,Mac,suspicious
allenpaige,96.207.75.180,Android,normal
henryjose,123.220.241.42,Windows,normal
perezronald,79.173.204.102,Tablet,suspicious
clairejohnson,112.4.96.109,Windows,suspicious
tanya91,52.196.166.4,Android,suspicious
qrosales,80.148.162.100,Android,normal
waynecook,183.120.28.189,Linux,normal
awhite,209.155.140.7,Android,suspicious
amanda56,151.30.116.59,Tablet,normal
andersonshannon,142.127.64.32,Windows,suspicious
dawsonedward,48.233.177.42,Windows,suspicious
abigail60,194.131.238.217,Mac,normal
lisa04,196.7.59.45,Desktop,suspicious
johnsondarrell,189.242.20.185,Desktop,suspicious
cynthiagardner,84.149.98.195,Android,suspicious
austinpitts,168.187.201.250,Windows,normal
robert33,153.185.150.236,Android,suspicious
lauriepatton,39.157.188.90,Android,normal
garretthernandez,91.155.77.116,Mobile,normal
xjones,151.124.62.226,Linux,suspicious
hoganshawna,174.204.44.1,Mobile,suspicious
heathersilva,219.84.128.254,Android,normal
timothy91,210.129.149.176,Windows,suspicious
donna40,200.35.189.142,Android,normal
joemorales,168.99.138.134,Windows,normal
bjohnson,147.181.24.159,Mac,suspicious
deborah46,22.205.84.186,Mobile,normal
smithjustin,147.215.245.75,Desktop,normal
jameselliott,37.159.80.76,Tablet,normal
