username,ip,device_type,prediction
guest,89.160.90.225,Mobile,suspicious
john,54.171.177.122,Desktop,suspicious
root,107.247.136.40,Mobile,suspicious
user1,137.191.64.75,Desktop,suspicious
john,206.119.201.215,Tablet,suspicious
test,55.0.52.156,Mobile,suspicious
alice,130.57.237.245,Desktop,suspicious
john,32.236.214.21,Unknown,suspicious
user1,115.46.43.132,Desktop,suspicious
john,196.174.92.168,Unknown,suspicious
test,130.132.175.105,Mobile,suspicious
admin,167.53.64.218,Tablet,suspicious
john,72.26.237.134,Tablet,suspicious
john,188.126.27.17,Mobile,suspicious
guest,31.50.213.4,Mobile,suspicious
john,185.77.91.32,Tablet,suspicious
admin,197.168.33.166,Desktop,suspicious
user1,136.46.180.21,Tablet,suspicious
test,159.2.145.145,Unknown,suspicious
test,20.111.63.48,Unknown,suspicious
root,12.186.7.115,Unknown,suspicious
login,51.194.46.245,Tablet,suspicious
john,10.58.67.3,Unknown,suspicious
root,138.176.51.49,Tablet,suspicious
user,41.157.203.73,Mobile,suspicious
login,209.151.147.182,Tablet,suspicious
john,198.22.137.65,Mobile,suspicious
login,50.42.20.112,Desktop,suspicious
root,177.221.4.182,Desktop,suspicious
user1,7.143.48.228,Unknown,suspicious
admin,31.38.53.188,Unknown,suspicious
user,52.60.69.60,Tablet,suspicious
user1,72.223.133.17,Desktop,suspicious
user,147.9.21.187,Desktop,suspicious
alice,110.173.42.45,Tablet,suspicious
test,155.7.71.179,Tablet,suspicious
demo,143.100.244.96,Mobile,suspicious
login,81.158.122.201,Desktop,suspicious
login,39.51.99.145,Unknown,suspicious
test,206.85.174.106,Unknown,suspicious
test,218.20.189.220,Mobile,suspicious
guest,85.47.32.246,Unknown,suspicious
login,214.25.232.68,Desktop,suspicious
test,66.169.132.189,Tablet,suspicious
root,208.115.250.64,Desktop,suspicious
login,164.250.246.101,Mobile,suspicious
guest,21.45.160.136,Desktop,suspicious
guest,77.98.5.151,Unknown,suspicious
admin,185.90.19.239,Tablet,suspicious
alice,61.80.47.21,Mobile,suspicious
root,53.40.75.126,Tablet,suspicious
alice,122.77.176.240,Tablet,suspicious
guest,49.45.67.3,Unknown,suspicious
admin,100.25.44.208,Desktop,suspicious
user,36.240.214.46,Unknown,suspicious
admin,214.32.148.50,Tablet,suspicious
admin,126.245.94.227,Tablet,suspicious
test,90.153.135.221,Desktop,suspicious
guest,121.179.225.107,Desktop,suspicious
user,199.107.127.19,Desktop,suspicious
root,15.93.34.2,Tablet,suspicious
login,88.238.1.240,Tablet,suspicious
guest,46.66.188.28,Desktop,suspicious
alice,44.166.213.206,Mobile,suspicious
login,157.111.90.17,Tablet,suspicious
user,6.189.224.95,Desktop,suspicious
user1,192.32.201.51,Desktop,suspicious
guest,218.230.227.34,Unknown,suspicious
guest,190.104.220.233,Mobile,suspicious
john,200.215.37.191,Mobile,suspicious
user,71.54.70.173,Mobile,suspicious
user,171.208.177.85,Mobile,suspicious
test,100.20.176.212,Tablet,suspicious
demo,3.98.107.167,Desktop,suspicious
demo,189.60.216.29,Tablet,suspicious
guest,198.180.13.0,Unknown,suspicious
user1,65.72.168.199,Unknown,suspicious
admin,149.121.149.154,Unknown,suspicious
guest,215.125.230.12,Desktop,suspicious
john,87.233.30.174,Unknown,suspicious
guest,26.154.91.145,Mobile,suspicious
demo,141.52.95.231,Mobile,suspicious
user1,82.121.101.249,Desktop,suspicious
alice,190.50.71.204,Desktop,suspicious
alice,208.235.217.23,Unknown,suspicious
demo,65.43.255.39,Desktop,suspicious
user1,217.217.247.60,Unknown,suspicious
root,23.227.10.165,Tablet,suspicious
login,132.152.94.163,Unknown,suspicious
john,141.191.205.89,Tablet,suspicious
root,203.34.239.57,Tablet,suspicious
john,196.237.116.47,Tablet,suspicious
john,37.236.87.112,Unknown,suspicious
test,17.219.42.193,Mobile,suspicious
alice,33.237.27.183,Tablet,suspicious
test,162.159.168.111,Tablet,suspicious
admin,179.26.152.93,Desktop,suspicious
login,147.250.96.90,Tablet,suspicious
root,96.249.128.163,Mobile,suspicious
test,45.203.14.222,Mobile,suspicious
guest,164.84.27.3,Desktop,suspicious
login,158.129.79.37,Mobile,suspicious
test,61.197.122.0,Tablet,suspicious
alice,162.148.226.127,Mobile,suspicious
demo,177.210.48.206,Desktop,suspicious
root,208.23.75.92,Unknown,suspicious
john,93.20.82.132,Unknown,suspicious
john,130.129.62.181,Unknown,suspicious
guest,64.182.247.216,Unknown,suspicious
admin,111.222.248.255,Desktop,suspicious
demo,153.251.241.151,Mobile,suspicious
john,158.136.80.133,Unknown,suspicious
guest,30.52.105.60,Mobile,suspicious
alice,141.239.237.237,Mobile,suspicious
test,62.63.123.128,Unknown,suspicious
john,83.98.21.151,Mobile,suspicious
alice,106.189.42.46,Tablet,suspicious
john,17.243.166.15,Desktop,suspicious
user,100.181.177.65,Mobile,suspicious
user1,217.184.199.227,Tablet,suspicious
user,65.247.231.219,Mobile,suspicious
john,56.89.14.143,Tablet,suspicious
admin,135.247.153.130,Tablet,suspicious
demo,133.25.208.222,Unknown,suspicious
root,170.25.150.111,Mobile,suspicious
test,31.97.50.13,Tablet,suspicious
user,153.63.130.108,Tablet,suspicious
john,31.62.101.36,Mobile,suspicious
john,74.36.182.133,Unknown,suspicious
alice,51.13.18.100,Unknown,suspicious
login,16.230.83.214,Unknown,suspicious
admin,40.102.162.200,Unknown,suspicious
admin,20.44.227.198,Unknown,suspicious
alice,156.93.23.16,Desktop,suspicious
john,23.220.133.143,Mobile,suspicious
login,67.44.29.101,Tablet,suspicious
user1,193.143.233.190,Tablet,suspicious
demo,85.19.230.89,Mobile,suspicious
root,156.112.2.193,Tablet,suspicious
login,134.77.27.219,Unknown,suspicious
demo,162.7.50.118,Desktop,suspicious
login,134.145.137.213,Mobile,suspicious
admin,126.42.234.255,Tablet,suspicious
test,170.132.206.225,Tablet,suspicious
login,132.193.129.75,Mobile,suspicious
guest,10.185.105.52,Unknown,suspicious
user,138.128.122.132,Mobile,suspicious
login,8.89.102.20,Mobile,suspicious
demo,158.224.52.99,Unknown,suspicious
demo,175.148.174.62,Mobile,suspicious
demo,29.251.104.130,Mobile,suspicious
user1,149.199.222.74,Mobile,suspicious
test,214.73.106.15,Tablet,suspicious
login,166.119.232.89,Tablet,suspicious
admin,179.249.23.66,Unknown,suspicious
guest,164.226.0.157,Mobile,suspicious
demo,33.158.95.178,Tablet,suspicious
admin,216.23.103.253,Unknown,suspicious
alice,113.48.30.36,Unknown,suspicious
demo,149.108.181.222,Desktop,suspicious
test,97.33.165.126,Tablet,suspicious
test,4.41.19.10,Desktop,suspicious
demo,125.147.94.242,Tablet,suspicious
user1,76.1.18.175,Unknown,suspicious
alice,55.149.74.214,Desktop,suspicious
root,147.123.150.221,Unknown,suspicious
demo,156.28.222.179,Unknown,suspicious
user1,80.228.200.70,Mobile,suspicious
user,30.21.54.247,Mobile,suspicious
alice,212.50.134.127,Mobile,suspicious
user,14.32.31.85,Tablet,suspicious
login,52.159.209.246,Desktop,suspicious
guest,55.144.179.177,Tablet,suspicious
demo,14.22.124.161,Unknown,suspicious
user,95.128.43.74,Unknown,suspicious
alice,116.4.35.146,Desktop,suspicious
login,191.209.83.26,Desktop,suspicious
user,112.163.192.125,Unknown,suspicious
admin,191.6.228.255,Mobile,suspicious
alice,95.207.132.224,Mobile,suspicious
login,82.79.242.92,Unknown,suspicious
login,65.224.148.133,Desktop,suspicious
user1,76.70.40.46,Mobile,suspicious
guest,150.68.202.14,Tablet,suspicious
login,135.38.130.140,Desktop,suspicious
user1,5.81.243.104,Tablet,suspicious
user1,116.252.175.30,Mobile,suspicious
user1,29.233.153.139,Mobile,suspicious
john,41.134.17.59,Tablet,suspicious
demo,38.84.123.125,Tablet,suspicious
login,67.26.56.179,Desktop,suspicious
guest,174.237.37.130,Desktop,suspicious
alice,33.35.229.18,Unknown,suspicious
demo,141.216.136.240,Desktop,suspicious
user1,120.105.121.178,Tablet,suspicious
guest,119.136.8.77,Tablet,suspicious
login,107.181.107.22,Tablet,suspicious
login,158.243.246.243,Desktop,suspicious
root,174.58.229.164,Mobile,suspicious
demo,146.112.199.8,Mobile,suspicious
admin,6.178.9.151,Mobile,suspicious
guest,209.211.79.131,Tablet,suspicious
user,98.119.148.104,Tablet,suspicious
guest,183.227.241.199,Tablet,suspicious
user1,151.181.202.43,Tablet,suspicious
guest,128.164.25.65,Desktop,suspicious
demo,201.133.160.75,Tablet,suspicious
guest,180.159.65.183,Unknown,suspicious
root,133.169.188.69,Mobile,suspicious
user,66.202.1.38,Unknown,suspicious
admin,35.223.60.192,Tablet,suspicious
admin,78.41.147.122,Unknown,suspicious
alice,151.103.25.138,Unknown,suspicious
root,215.41.194.37,Tablet,suspicious
john,40.115.35.225,Tablet,suspicious
root,90.13.237.240,Unknown,suspicious
alice,121.93.61.205,Unknown,suspicious
test,214.235.133.225,Tablet,suspicious
john,50.14.87.226,Mobile,suspicious
user1,8.33.127.231,Mobile,suspicious
root,169.116.237.203,Mobile,suspicious
user,138.182.65.34,Desktop,suspicious
guest,73.203.240.87,Mobile,suspicious
demo,68.45.161.90,Mobile,suspicious
user1,175.12.156.184,Unknown,suspicious
guest,90.233.242.112,Unknown,suspicious
demo,33.95.248.69,Unknown,suspicious
demo,216.10.125.250,Desktop,suspicious
login,89.40.244.125,Unknown,suspicious
user1,32.48.28.76,Desktop,suspicious
root,219.114.136.98,Desktop,suspicious
root,202.65.223.12,Unknown,suspicious
guest,53.198.94.35,Tablet,suspicious
guest,205.20.109.116,Tablet,suspicious
user,99.87.65.49,Mobile,suspicious
alice,77.2.61.51,Desktop,suspicious
test,85.134.69.178,Mobile,suspicious
test,195.20.26.223,Mobile,suspicious
alice,129.18.127.76,Mobile,suspicious
guest,162.48.43.177,Mobile,suspicious
user,17.70.116.36,Tablet,suspicious
demo,75.16.38.34,Mobile,suspicious
alice,210.90.22.235,Desktop,suspicious
user1,67.79.237.165,Tablet,suspicious
alice,11.31.63.73,Mobile,suspicious
user,136.44.161.155,Unknown,suspicious
root,153.186.248.206,Tablet,suspicious
user,113.231.112.92,Tablet,suspicious
demo,146.8.55.200,Desktop,suspicious
test,17.254.136.227,Unknown,suspicious
user1,2.178.39.97,Unknown,suspicious
root,53.4.107.93,Unknown,suspicious
test,52.128.42.54,Desktop,suspicious
login,155.52.1.8,Mobile,suspicious
user1,191.203.89.52,Unknown,suspicious
john,27.101.24.84,Mobile,suspicious
guest,117.9.118.243,Desktop,suspicious
john,108.227.20.101,Desktop,suspicious
john,186.40.31.80,Tablet,suspicious
guest,152.249.60.180,Desktop,suspicious
alice,217.87.32.110,Unknown,suspicious
alice,168.168.121.233,Unknown,suspicious
login,197.36.177.204,Tablet,suspicious
john,36.207.46.154,Desktop,suspicious
user,69.225.176.95,Desktop,suspicious
user1,186.68.165.191,Desktop,suspicious
admin,167.19.2.239,Desktop,suspicious
root,52.125.168.174,Unknown,suspicious
demo,97.113.233.81,Desktop,suspicious
guest,138.109.124.140,Unknown,suspicious
login,192.99.1.171,Tablet,suspicious
demo,151.76.102.175,Desktop,suspicious
root,167.194.123.163,Mobile,suspicious
login,36.72.238.53,Desktop,suspicious
demo,143.216.224.114,Desktop,suspicious
john,25.107.43.82,Desktop,suspicious
user1,104.187.230.119,Tablet,suspicious
guest,35.32.92.149,Tablet,suspicious
john,2.19.136.211,Desktop,suspicious
john,219.26.234.73,Mobile,suspicious
user1,220.148.106.121,Unknown,suspicious
test,138.110.198.232,Unknown,suspicious
test,212.35.229.219,Desktop,suspicious
alice,121.202.138.94,Tablet,suspicious
john,95.33.114.174,Tablet,suspicious
root,15.156.51.246,Tablet,suspicious
admin,25.240.109.213,Mobile,suspicious
user1,160.166.233.94,Mobile,suspicious
root,187.87.195.223,Unknown,suspicious
test,185.215.79.67,Mobile,suspicious
test,59.196.124.38,Mobile,normal
user1,114.37.79.203,Tablet,suspicious
demo,150.14.83.18,Mobile,suspicious
admin,171.57.221.110,Tablet,suspicious
john,106.232.236.122,Desktop,suspicious
admin,82.243.204.244,Unknown,suspicious
john,132.241.140.60,Tablet,suspicious
guest,64.198.36.168,Unknown,suspicious
user,178.231.63.143,Tablet,suspicious
admin,108.106.182.32,Desktop,suspicious
alice,222.233.224.20,Unknown,suspicious
login,220.218.36.84,Unknown,suspicious
root,47.156.252.245,Mobile,suspicious
guest,3.241.158.179,Tablet,suspicious
admin,162.126.56.102,Unknown,suspicious
guest,120.35.182.21,Unknown,suspicious
admin,70.55.200.223,Mobile,suspicious
alice,98.162.226.223,Mobile,suspicious
alice,178.241.190.25,Mobile,suspicious
john,48.78.210.126,Unknown,suspicious
test,146.35.247.199,Desktop,suspicious
john,138.223.47.7,Tablet,suspicious
demo,174.195.39.4,Mobile,suspicious
admin,111.69.21.158,Unknown,suspicious
user,90.98.142.25,Tablet,suspicious
john,45.130.165.242,Unknown,suspicious
root,97.220.170.159,Tablet,suspicious
test,28.233.227.78,Desktop,suspicious
login,209.107.121.223,Unknown,suspicious
demo,17.24.66.58,Unknown,suspicious
user,69.246.133.196,Desktop,suspicious
admin,40.14.217.172,Tablet,suspicious
root,42.176.24.55,Unknown,suspicious
guest,44.77.32.220,Mobile,suspicious
john,114.61.229.126,Unknown,suspicious
john,194.245.88.203,Unknown,suspicious
alice,41.62.126.242,Tablet,suspicious
root,71.5.67.18,Mobile,suspicious
test,56.119.190.85,Desktop,suspicious
demo,109.233.117.164,Unknown,suspicious
demo,94.157.48.102,Mobile,suspicious
admin,159.114.67.193,Mobile,suspicious
guest,129.109.242.243,Mobile,suspicious
admin,77.240.49.84,Mobile,suspicious
alice,46.192.157.226,Tablet,suspicious
root,54.206.93.245,Tablet,suspicious
john,145.3.74.158,Unknown,suspicious
user,57.157.179.124,Tablet,suspicious
user1,198.10.203.241,Mobile,suspicious
john,220.13.112.118,Tablet,suspicious
root,113.190.20.223,Tablet,suspicious
admin,23.34.145.36,Tablet,suspicious
login,175.232.16.226,Desktop,suspicious
alice,29.62.24.143,Desktop,suspicious
test,19.223.210.20,Desktop,suspicious
user1,131.185.142.2,Mobile,suspicious
demo,162.186.122.100,Desktop,suspicious
login,104.132.113.163,Desktop,suspicious
test,26.89.31.119,Tablet,suspicious
login,114.194.143.200,Tablet,suspicious
guest,49.116.213.59,Desktop,suspicious
admin,165.211.211.164,Desktop,suspicious
test,86.201.27.58,Desktop,suspicious
test,128.210.5.225,Desktop,suspicious
admin,111.179.118.67,Tablet,suspicious
john,124.6.199.102,Desktop,suspicious
user,122.203.203.122,Tablet,suspicious
test,48.250.207.231,Tablet,suspicious
root,217.100.224.123,Unknown,suspicious
guest,211.215.68.213,Desktop,suspicious
root,7.95.28.255,Mobile,suspicious
demo,168.247.111.151,Mobile,suspicious
user,115.223.60.52,Tablet,suspicious
user1,169.109.165.229,Tablet,suspicious
admin,154.169.81.200,Tablet,suspicious
john,210.116.65.108,Desktop,suspicious
alice,215.43.95.248,Unknown,suspicious
guest,151.224.60.194,Mobile,suspicious
user1,70.192.35.204,Desktop,suspicious
user1,64.117.174.16,Desktop,suspicious
alice,11.86.7.74,Desktop,suspicious
demo,76.56.89.237,Tablet,suspicious
user1,126.132.171.73,Mobile,suspicious
guest,174.22.205.16,Desktop,suspicious
user,155.169.225.206,Mobile,suspicious
user,39.217.146.206,Desktop,suspicious
admin,132.162.176.218,Unknown,suspicious
user,58.50.157.20,Tablet,suspicious
alice,30.121.176.71,Tablet,suspicious
admin,30.213.105.22,Tablet,suspicious
john,138.141.101.35,Unknown,suspicious
demo,128.226.227.15,Tablet,suspicious
test,122.28.49.242,Desktop,suspicious
demo,176.228.115.174,Desktop,suspicious
guest,209.226.55.187,Mobile,suspicious
demo,130.152.156.115,Desktop,suspicious
alice,153.129.213.28,Tablet,suspicious
john,69.226.121.193,Tablet,suspicious
login,80.227.254.101,Unknown,suspicious
user,8.97.101.129,Desktop,suspicious
login,214.45.219.241,Unknown,suspicious
demo,112.147.39.156,Mobile,suspicious
alice,75.12.89.71,Tablet,suspicious
user1,105.27.219.195,Tablet,suspicious
guest,147.214.219.17,Desktop,suspicious
demo,171.253.84.250,Unknown,suspicious
guest,73.218.84.213,Tablet,suspicious
demo,69.73.44.189,Desktop,suspicious
user1,194.21.109.233,Unknown,suspicious
root,44.72.93.254,Mobile,suspicious
admin,28.141.130.146,Tablet,suspicious
demo,6.121.22.36,Mobile,suspicious
user,169.156.178.124,Tablet,suspicious
test,205.88.162.14,Desktop,suspicious
alice,4.13.115.184,Tablet,suspicious
admin,165.29.247.119,Desktop,suspicious
user,167.49.178.17,Mobile,suspicious
john,63.67.124.45,Unknown,suspicious
user,71.92.180.77,Tablet,suspicious
root,20.40.126.145,Unknown,suspicious
user,215.83.163.254,Unknown,suspicious
guest,102.180.160.239,Desktop,suspicious
john,64.152.174.23,Tablet,suspicious
guest,167.196.138.153,Desktop,suspicious
root,80.58.112.1,Tablet,suspicious
guest,165.222.109.221,Unknown,suspicious
demo,88.155.110.232,Tablet,suspicious
login,120.168.140.165,Tablet,suspicious
test,73.103.223.220,Tablet,suspicious
user1,215.130.143.107,Desktop,suspicious
admin,55.108.91.197,Unknown,suspicious
test,178.202.219.176,Desktop,suspicious
john,85.73.65.152,Tablet,suspicious
admin,218.226.13.93,Unknown,suspicious
user,45.212.172.212,Desktop,suspicious
login,9.154.149.204,Mobile,suspicious
admin,41.200.102.132,Desktop,suspicious
test,126.216.195.239,Mobile,suspicious
login,70.189.37.219,Desktop,suspicious
guest,215.138.187.21,Tablet,suspicious
user,201.167.127.169,Mobile,suspicious
john,157.48.124.231,Tablet,suspicious
guest,188.188.95.30,Mobile,suspicious
user1,209.78.153.21,Desktop,suspicious
login,193.15.159.27,Tablet,suspicious
alice,35.27.31.210,Tablet,suspicious
user1,161.242.82.95,Desktop,suspicious
guest,174.31.203.66,Desktop,suspicious
test,194.135.233.149,Unknown,suspicious
root,15.182.16.128,Desktop,suspicious
guest,40.61.97.237,Desktop,suspicious
user1,137.120.9.139,Unknown,suspicious
user1,203.61.246.28,Unknown,suspicious
test,70.246.50.240,Mobile,suspicious
alice,80.6.237.202,Mobile,suspicious
john,141.141.236.99,Desktop,suspicious
john,101.13.33.37,Desktop,suspicious
root,200.200.57.213,Desktop,suspicious
root,170.131.124.34,Desktop,suspicious
demo,208.89.102.161,Desktop,suspicious
user1,145.61.190.110,Unknown,suspicious
john,46.18.7.119,Desktop,suspicious
alice,206.48.62.227,Unknown,suspicious
user1,176.30.90.76,Desktop,suspicious
test,187.117.37.170,Unknown,suspicious
root,66.9.223.127,Mobile,suspicious
user1,46.157.34.52,Tablet,suspicious
test,37.93.237.71,Tablet,suspicious
demo,150.111.175.117,Desktop,suspicious
guest,216.15.172.50,Unknown,suspicious
john,27.81.187.238,Unknown,suspicious
user,154.162.185.161,Tablet,suspicious
test,58.109.9.32,Mobile,suspicious
user1,60.34.95.60,Mobile,suspicious
guest,200.38.30.35,Desktop,suspicious
john,178.17.97.189,Unknown,suspicious
demo,139.149.58.138,Mobile,suspicious
test,199.48.116.41,Tablet,suspicious
test,114.47.111.22,Desktop,suspicious
test,150.97.207.231,Tablet,suspicious
alice,147.110.228.107,Mobile,suspicious
user1,209.66.124.251,Tablet,suspicious
guest,174.125.231.140,Tablet,suspicious
admin,1.88.29.108,Mobile,suspicious
root,132.164.234.76,Mobile,suspicious
test,213.101.84.141,Tablet,suspicious
user,101.18.194.126,Tablet,suspicious
root,114.9.97.102,Mobile,suspicious
demo,163.80.201.231,Desktop,suspicious
test,135.11.6.206,Mobile,suspicious
john,173.151.52.10,Mobile,suspicious
user1,172.163.19.33,Desktop,suspicious
admin,185.131.89.184,Mobile,suspicious
admin,16.21.181.138,Unknown,suspicious
alice,79.75.151.132,Desktop,suspicious
admin,5.129.104.9,Unknown,suspicious
root,76.241.147.118,Mobile,suspicious
root,169.183.172.237,Tablet,suspicious
test,58.111.57.70,Tablet,suspicious
demo,114.221.13.229,Mobile,suspicious
user1,38.162.93.218,Tablet,suspicious
demo,60.78.70.44,Tablet,suspicious
alice,83.45.97.140,Mobile,suspicious
test,198.118.39.150,Desktop,suspicious
admin,9.208.13.47,Mobile,suspicious
test,165.28.154.92,Unknown,suspicious
admin,24.98.196.19,Mobile,suspicious
admin,55.32.88.54,Unknown,suspicious
login,51.69.228.211,Mobile,suspicious
admin,111.207.190.151,Tablet,suspicious
login,139.130.239.60,Unknown,suspicious
user,12.3.88.47,Tablet,suspicious
login,172.29.203.46,Desktop,suspicious
admin,155.139.124.255,Tablet,suspicious
guest,70.141.172.149,Mobile,suspicious
admin,220.61.106.236,Mobile,suspicious
admin,222.177.53.85,Unknown,suspicious
demo,176.200.239.5,Tablet,suspicious
john,11.135.237.21,Mobile,suspicious
john,144.51.25.89,Desktop,suspicious
demo,187.255.126.192,Tablet,suspicious
guest,206.113.90.2,Desktop,suspicious
guest,134.198.47.248,Mobile,suspicious
demo,207.151.161.240,Desktop,suspicious
guest,89.73.128.68,Unknown,suspicious
john,124.140.41.6,Unknown,suspicious
demo,168.12.231.218,Mobile,suspicious
demo,128.193.236.152,Mobile,suspicious
test,89.91.206.152,Tablet,suspicious
test,51.206.59.208,Tablet,suspicious
guest,98.146.231.44,Desktop,suspicious
alice,223.49.70.221,Unknown,suspicious
guest,46.198.214.108,Desktop,suspicious
root,25.9.155.232,Desktop,suspicious
john,37.109.37.224,Tablet,suspicious
login,130.167.174.48,Tablet,suspicious
admin,34.146.149.45,Desktop,normal
john,47.203.4.204,Unknown,suspicious
login,34.230.93.168,Tablet,suspicious
guest,117.241.117.175,Mobile,suspicious
user,160.33.63.213,Tablet,suspicious
john,147.248.83.254,Desktop,suspicious
test,192.172.9.247,Unknown,suspicious
demo,131.46.12.5,Desktop,suspicious
user1,32.214.180.141,Unknown,suspicious
alice,156.214.3.9,Mobile,suspicious
login,152.11.30.70,Desktop,suspicious
root,98.49.230.161,Tablet,suspicious
admin,217.117.255.169,Mobile,suspicious
user1,104.46.85.224,Unknown,suspicious
user,67.241.207.140,Tablet,suspicious
root,8.41.185.59,Unknown,suspicious
test,200.250.196.156,Unknown,suspicious
admin,161.80.46.199,Tablet,normal
john,42.151.182.165,Desktop,suspicious
demo,133.200.75.17,Desktop,suspicious
login,68.31.86.179,Mobile,suspicious
test,22.32.192.38,Desktop,suspicious
user1,61.109.253.4,Desktop,suspicious
demo,141.155.218.230,Unknown,suspicious
alice,145.146.59.72,Mobile,suspicious
admin,143.148.250.79,Tablet,suspicious
guest,67.173.29.138,Mobile,suspicious
john,202.187.121.164,Tablet,suspicious
guest,116.14.11.228,Tablet,suspicious
login,62.166.160.40,Tablet,suspicious
demo,22.141.172.140,Tablet,suspicious
user1,200.129.115.30,Unknown,suspicious
test,181.151.97.93,Unknown,suspicious
user1,207.97.128.122,Desktop,suspicious
user1,72.102.81.228,Unknown,suspicious
root,28.43.70.164,Unknown,suspicious
guest,47.38.87.59,Unknown,suspicious
demo,111.251.47.67,Tablet,suspicious
root,28.13.188.163,Tablet,suspicious
demo,180.149.130.147,Desktop,suspicious
demo,35.24.171.90,Tablet,suspicious
demo,200.202.156.253,Desktop,suspicious
login,125.8.61.187,Desktop,suspicious
alice,121.170.237.110,Unknown,suspicious
alice,146.81.116.136,Desktop,suspicious
demo,42.184.100.229,Desktop,suspicious
admin,145.183.30.187,Unknown,suspicious
root,109.56.14.97,Unknown,suspicious
root,42.224.113.80,Tablet,suspicious
admin,213.222.36.103,Unknown,suspicious
john,13.212.184.167,Unknown,suspicious
john,197.118.202.239,Unknown,suspicious
john,97.49.125.134,Tablet,suspicious
user,141.29.167.49,Mobile,suspicious
test,133.29.178.194,Desktop,suspicious
demo,202.37.22.110,Mobile,suspicious
alice,101.36.250.221,Unknown,suspicious
alice,156.179.67.142,Desktop,suspicious
admin,124.58.168.102,Unknown,suspicious
test,166.243.254.68,Mobile,suspicious
guest,220.4.216.69,Tablet,suspicious
test,93.49.43.156,Tablet,suspicious
alice,58.232.72.130,Desktop,suspicious
guest,112.84.182.250,Tablet,suspicious
admin,27.87.1.124,Mobile,suspicious
user1,89.126.171.84,Desktop,suspicious
login,155.254.171.15,Mobile,suspicious
guest,117.202.75.52,Mobile,suspicious
login,146.139.115.175,Mobile,suspicious
login,97.243.163.200,Tablet,suspicious
admin,1.136.188.146,Tablet,suspicious
john,115.179.52.135,Unknown,suspicious
guest,88.204.152.33,Unknown,suspicious
login,117.199.19.189,Unknown,suspicious
root,116.61.80.30,Unknown,suspicious
admin,109.250.126.232,Mobile,suspicious
user,203.102.57.206,Mobile,suspicious
alice,168.35.13.130,Mobile,suspicious
user1,196.224.148.234,Mobile,suspicious
admin,175.18.48.218,Tablet,suspicious
user1,84.198.83.135,Unknown,suspicious
admin,129.192.196.73,Unknown,suspicious
guest,34.33.101.223,Tablet,suspicious
login,21.41.41.138,Desktop,suspicious
user1,10.180.9.125,Unknown,suspicious
test,123.81.15.242,Tablet,suspicious
john,118.17.224.38,Mobile,suspicious
login,80.225.45.66,Tablet,suspicious
admin,128.42.232.56,Mobile,suspicious
alice,118.121.63.197,Unknown,suspicious
test,212.1.152.151,Mobile,suspicious
demo,119.231.252.154,Mobile,suspicious
john,147.88.116.59,Mobile,suspicious
user,155.149.249.101,Unknown,suspicious
test,8.206.247.235,Tablet,suspicious
root,201.203.175.171,Unknown,suspicious
alice,31.123.28.251,Unknown,suspicious
user,47.192.167.45,Tablet,suspicious
test,41.86.196.148,Desktop,suspicious
root,197.185.4.243,Unknown,suspicious
guest,203.4.54.135,Tablet,suspicious
guest,71.34.227.235,Mobile,suspicious
test,89.147.133.3,Unknown,suspicious
admin,25.131.101.21,Desktop,suspicious
user,23.155.87.139,Unknown,suspicious
user1,122.42.133.201,Tablet,suspicious
alice,198.165.111.158,Tablet,suspicious
alice,130.249.53.42,Mobile,suspicious
john,205.170.24.190,Mobile,suspicious
root,59.44.239.252,Unknown,suspicious
test,117.68.72.234,Mobile,suspicious
login,68.105.235.226,Unknown,suspicious
user1,168.140.198.13,Desktop,suspicious
admin,147.147.241.138,Mobile,suspicious
john,2.59.188.126,Mobile,suspicious
john,95.7.248.227,Mobile,suspicious
root,223.3.15.236,Mobile,suspicious
alice,116.129.107.103,Desktop,suspicious
root,126.51.207.239,Unknown,suspicious
admin,42.4.142.112,Mobile,suspicious
demo,86.222.103.193,Tablet,suspicious
root,102.122.181.172,Desktop,suspicious
guest,103.35.110.9,Desktop,suspicious
root,77.124.13.91,Desktop,suspicious
user,138.106.179.172,Tablet,suspicious
alice,36.108.18.198,Desktop,suspicious
login,133.114.88.38,Unknown,suspicious
root,145.131.234.153,Mobile,suspicious
demo,23.249.118.111,Unknown,suspicious
alice,94.214.30.179,Mobile,suspicious
john,222.18.31.99,Tablet,suspicious
john,1.194.90.127,Tablet,suspicious
test,220.170.57.71,Mobile,suspicious
test,95.207.253.205,Tablet,suspicious
test,13.201.204.7,Unknown,suspicious
user1,39.180.117.47,Mobile,suspicious
demo,196.226.149.144,Mobile,suspicious
alice,101.20.142.74,Desktop,suspicious
user1,9.81.105.56,Mobile,suspicious
login,134.103.96.223,Mobile,suspicious
root,148.26.53.68,Desktop,suspicious
login,204.112.22.179,Tablet,suspicious
root,121.217.63.180,Unknown,suspicious
admin,206.118.153.174,Unknown,suspicious
demo,126.26.236.164,Tablet,suspicious
demo,110.240.60.195,Unknown,suspicious
user1,26.84.5.232,Unknown,suspicious
test,50.232.161.84,Mobile,suspicious
john,106.141.10.97,Mobile,suspicious
user,158.171.93.87,Unknown,suspicious
test,106.77.226.122,Desktop,suspicious
root,197.222.153.65,Tablet,suspicious
user,134.186.0.227,Mobile,suspicious
login,143.184.43.78,Tablet,suspicious
admin,105.70.119.124,Unknown,suspicious
guest,32.130.139.22,Desktop,suspicious
